,Unnamed: 0,category,text,star
11,11,cake pastry,"Mình từng ăn rồi, nên khi thấy có deal thì phải tranh thủ vì theo mình bánh ăn rất Ok :D
- Cốt bánh : thơm, mịn và ăn không kiểu bị bông xốp quá ( mình không thích bánh quá bông và xốp như bên ngoài vì ăn vào miệng thấy ọp ẹp lắm, cốt bánh của quán hợp ý mình )
- Sốt : mình cực thích kiểu sốt ở đây vì nó không bị đại trà, mình nghiện sốt nên muốn nhiều sốt hơn nữa ]] gọi bánh 2 loại sốt ăn khá hay, kèm ruốc vào thì thành combo 1 tí chua mặn ngọt ăn không bị ngấy
- Trứng : không có nx gì vì không quan tâm trứng lắm :D
Ngoại trừ việc xa chỗ mình ra thì k có gì chê ]]",5
12,12,cake pastry,"Thực ra bánh nhận về ko xô lệch ntn nhưng mình bỏ tủ lạnh cho mát bị xô lệch nên cảm quan hơi xấu :))
Về bánh
- Cốt bánh cao, 2 lớp dầy, mềm mịn nhưng hơi khô, không ẩm, hơi đặc và hơi ngọt, dễ gây ngấy bứ
- Sốt, thơm mùi sữa bột :D. Lúc nhận bánh trên tay đã thấy mùi thơm thơm, lúc ăn nghiền ngẫm mãi mới nghĩ ra mùi sữa bột. Cả cốt bánh và sốt đều có mùi sữa bột, thơm, nhưng đồng thời cũng rất nhanh ngán. Sốt cũng không có gì ấn tượng ngoài mùi thơm
- Trứng vừa vặn không mặn quá, thơm, không tanh, nhưng ko dẻo, khá nhiều vì mình gọi bánh siêu topping
- Ruốc tự làm vị vừa vặn, nhưng ăn kèm cả bánh và sốt thì bị át mùi, ko rõ mùi thơm của ruốc, hơi ít
- Phô mai, cũng nhiều nhưng miếng trông nhỏ hơn hình minh họa của quán.
- Không có sốt phô mai, chỉ có sốt dầu trứng, nhanh ngấy lắm

Mình có mã giảm giá 40k, gọi bánh siêu topping cả ship còn 65k, gọi là ăn tạm được lúc đói và thèm quá, chứ để quay lại thì không vì không có gì đặc biệt
Bánh to, giảm giá nên ko đắt nhưng vẫn tiếc tiền vì ăn ko có ngon :'( hix hix",3
13,13,cake pastry,"Mình đặt size bé 28k ăn cũng vừa miệng, tráng miệng là hợp lý. Lúc ăn ko cầm điện thoại nên ko chụp đc ảnh rồi, hình thức khá đẹp, tên tiệm bánh thiết kế đẹp làm tăng độ nhận diện hơn. Cốt bánh xốp mềm ẩm. Còn về sốt thì mình cũng ăn nhiều bltm rồi, dạo này các tiệm bánh bltm hay cho chanh vào sốt nên vị kiểu chua chua ngọt ngọt, còn sốt ở đây thơm đúng mùi vani luôn. 
Nói chung là mình thích",4
14,14,cake pastry,"Lần đầu tiên đặt bánh tại shop đc 1 chị ở cty giới thiệu bánh bông lan trứng muối 2 lớp siêu sốt.
Cảm nhận đầu tiên là nhìn bánh khá đầy đặn và nhiều sốt, khi ăn thì cốt bánh rất mềm mịn, trứng muối không bị khô sốt rất thơm và vừa miệng. 
Đã thế còn giảm giá 30% nữa. 
Nhìn chung là ăn rất ngon và giá hợp lý, mình sẽ ủng hộ shop dài dài.",5
15,15,cake pastry,"Nghe tên tiệm lâu, nhưng tới hnay mới quyết định thử.
- Nhìn biết ngay hộp đầy đặn, chắc do đặn quá nên khi mở nắp, sốt và trứng dính hết zô.
- Cốt bánh cao và dày, mịn nhưng khô :((
- Sốt dầu trứng ngon, nhưng ít quá :(((
- Trứng ngon, không bị tanh. Ruốc vừa nè <3
- Hộp xinh xinh, giá 28k
Ncl với 28k thì cũng ổn, ăn tạm được, không gì đặc sắc. Muốn lưu giữ hương vị và bị gây nghiện thì nên chọn (Ngọc Pink, Hạnh Phạm hoặc Samlovecake). Chỉ mong tầng bánh trên bớt dày, lớp sốt ở giữa dải đều là okii, bởi thậc ra sốt khá vừa và ngon huhuu.
Rate: 6/10",2
16,16,cake pastry,"Trà thái thơm, thạch ngon mà khác với bt hay uống, bông lan trứng muối cũng ngon, sốt ăn cực thích, cái vị nó không bị đại trà, nói chung là ăn dễ chịu. Chè dưỡng nhan thì e ăn vài chỗ rồi mà ăn ở đây mới thấy đúng kiểu chè, không bị loãng quá, ăn mát, thơm, e thích táo đỏ nên món này rất ưng! Tóm lại đồ ăn rất vừa miệng 🤤🤤🤤",5
17,17,cake pastry,"Tiệm bánh ngày trước trông khá là cũ kỹ nhưng bây giờ đã sửa sang lại trông to đẹp hơn rồi. Trên phố Khương Trung cũng có rất nhiều tiệm bánh truyền thống kiểu này, nhưng tiệm này vẫn luôn đông khách, chắc vì nhiều khách quen và vì cửa tiệm to nên dễ nhìn thấy. Có mấy buổi chiều đi làm qua đây đều thấy rất nhiều phụ huynh đứng tụ tập kín trước cửa tiệm chờ mua bánh cho con, may là đoạn phố đó nhà dân thụt vào nên đường không đến nỗi quá tắc.

Mình mua bông lan trứng muối, hộp to phết mà có 35k thôi. Cùng kích cỡ hộp như thế ở các tiệm bánh online đều tầm 60-70k/hộp :))) tuy nhiên là chất lượng phần sốt có sự chênh lệch. Các tiệm nọ đều có sốt dầu trứng sốt phô mai này nọ, tiệm này thì sốt kiểu rất... bình dân thôi :))) Mình cũng không biết tả sao, nhưng đại khái sốt bánh thơm béo và ngọt vừa phải, mịn màng không lợn cợn, kiểu bông lan sốt ruốc truyền thống, vị dễ ăn ấy. Bên trên mặt bánh có khá nhiều ruốc, trứng muối mặn (khá mặn hic) thái lát, cốt bánh mềm và có thêm lớp sốt như kiểu sốt mỡ (?!) làm bánh béo ngậy nhưng trời lạnh nên mình ăn không thấy ngấy. Hộp giấy đầy đặn, bánh cao đụng nắp, có dĩa nhựa ăn kèm. Từ từ chén xong hộp bánh là vừa vặn ấm bụng.

Nói chung với tiêu chí một tiệm bánh bình dân thì mình đánh giá cao tiệm này. Ngoài bông lan trứng muối thì tiệm cũng có bông lan cuộn kem, bánh mì gối, bánh mì hoa cúc (chắc nhập đâu đó về bán)... và dĩ nhiên là bánh mì, rất nhiều bánh mì thơm lắm. Có mấy người đứng bán hàng liền nên mua được cái bánh cũng nhanh thôi. Tuy vậy tiệm này chỉ mua mang đi thôi nhé, phố đó chật mà nhà họ cũng chật luôn.

Tiệm mở cửa từ bao giờ thì mình không chắc (chắc cũng sớm) nhưng đóng cửa thì muộn (tầm 9h hơn buổi tối mình đi qua vẫn thấy mở), là nơi cứu cánh cho bạn nào đói đêm quanh khu đấy :)))",4
18,18,cake pastry,Đây là lần thứ n mình ăn bánh mì tam giác ở đây. Thật sự nó ngon bá cháy bọ chét luôn ý. Thịt thì mềm thơm còn nhân bánh đầy đặn huhu nhắc đến lại thèm :(,5
19,19,cake pastry,"Nghe danh đã lâu,giờ mới được nếm thử. So với giá cả các hàng khác thì bánh ở đây cũng thuộc dạng trung bình cao,không phải rẻ nên khi nào nhiều tiền mới dám đặt. 
*Bánh trà sữa ngon thật,y như lời đồn,mình dễ tính về khoản ăn cốt bánh mà chỉ chú trọng vào lớp kem nên ưng ý với bánh tstc ở đây nhất (đa số cốt bánh các hàng bánh onl mình ăn thấy na ná nhau,điều khiến mình ấn tượng và quay lại là kem,sốt,topping...). Kem đặc và không bị quá ít,vị mặn của kem cheesse trong cốc trà sữa hoà quyện với vị ngọt của trân châu ăn vừa miệng,vì bánh này mà kem nhàn nhạt ngầy ngậy là ăn nhanh ngán lắm ấy. 
*Tiramisu mình thấy cũng ngon,vì mình từng tự làm bánh này ở nhà rồi nên lớp kem ăn na ná giống vị mình làm nên thấy ổn áp phết (vị của kem mascarpone,whip,trứng) nên giá này mình thấy cũng tương xứng nhưng hộp bé quá nên mình sẽ ko mua lại mà sẽ tự làm cho nhanh. 
*Red Velvet mình thấy ngang với Red nhà Somali Cat,chất lượng tương xứng và giá tiền như nhau nhưng cảm giác định lượng nhà Sweetc ít hơn hẳn nên lần sau mình sẽ mua của Somali. Bánh phô mai cũng vậy!
Lần tới sẽ thử bánh bông lan trứng muối và Double chocolate của Sweetc,và quan trọng nhất là mua lại bánh trà sữa vì hiện tại đây là món khiến mình quay lại mua ở đây. 
P/s: một cái nho nhỏ bị điểm trừ từ mình là shop hoạt động mạng xã hội hơi kém,comment chả thấy trả lời khách gì cả 😞",4
20,20,cake pastry,"Follow IG lâu rồi mà giờ mới được thử mà ưng lắm luôn
Su kem vỏ giòn đỉnh nhất luôn, nhân kem nhiều mà k bị quá ngọt
Bánh trà sữa cũng best luôn, kem ngậy mà ngon ngọt vừa ăn
Red Velvet hơi thất vọng chút vì ăn hơi bị chua và cốt bánh hơi bết, chắc do để tủ lạnh lâu rồi
Tóm lại, vẫn rất ưng và sẽ ord nhiều lần sau",2
21,21,cake pastry,"- Đã ăn bánh ở Sweetc Hut 1 lần trc' đó rồi nhưng vì service thấy k ổn lắm nên k ăn lại. Bữa nay được bạn mua bánh cho nên lại có cơ hội ăn ở đây

Mình mua bánh BLTM, ngày xưa mình thấy ăn rất ngon, nhưng h thì ăn thấy ổn thui, vì đã có nhiều quán bánh khác mới mở cạnh tranh mà. Bánh BLTM thì có cả 2 loại sốt là sốt dầu trứng. Trên cùng là sốt dầu trứng rồi đến lớp ruốc, trứng muối và cốt bánh. Phần giữa các cốt bánh có sốt fomai ăn mát lạnh nên mình thấy khá hài lòng. 1 điểm trừ đó là sau khi để trong tủ lạnh thì phần sốt dầu trứng bị tách dầu, đổi màu, màu sắc k thiện cảm lắm


Về dịch vụ: Các loại bánh đều đã đổi sang hộp giấy thân thiện với môi trường. Cộng với cả thìa dĩa cũng bằng gỗ luôn!
Về chất lượng: bánh su kem thì là su kem vỏ xù, 6c đc xếp ngay ngắn trong hộp bánh. Bánh cắn ngập răng, mát lành. Ngon hơn khi để trong tủ lạnh. Chiếc bánh cũng khá to so với các quán bánh khác
Về giá thành: 1 hộp su kem này là 65k. So với chất lượng thì k đắt lắm. Mình thấy ngon hơn 1 số nơi bán 90k/6c mà ăn chả ra sao ấy :)))",3
22,22,cake pastry,"Bánh nhiều kem nên cảm thấy không bị phí tiền hay quá đắt. Kem gần bằng cốt bánh luôn á.
Về vị thì mình thấy khá ổn nè
💖💖💖",5
23,23,cake pastry,Mình thích phần sốt bớt ngọt hơn tí thì ngon hơn ạ,4
24,24,cake pastry,"Mình đọc review về bông lan trứng muối cũng nhiều và nghe danh Sweetc Hut cũng lâu rồi, hôm nay nhân chiều mưa gió đói bụng bèn gọi ship về một chú bông lan trứng muối bên này xem sao. Trời mưa suốt từ trưa không tạnh nên mình cũng rất thông cảm cho anh shipper đã cố gắng vượt đường vừa tắc vừa xa để giao bánh cho mình. Vì thế nên bánh có bị xô lệch cũng không sao, mình bỏ qua yếu tố đó và chỉ quan tâm đến hương vị.
Thật sự là dù 70k/hộp cả phí ship (sau khi dùng mã giảm giá Now) nhưng cực kỳ cực kỳ đáng tiền luôn ấy ạ, bởi vì mọi thứ trong hộp đều ngon mất người. Cốt bánh mềm ẩm vừa phải và không quá ngậy, sốt phô mai chua dịu nhẹ và thơm béo, sốt trứng muối sánh mịn lấp lánh óng ả và trứng muối bùi bùi ăn cuốn lắm. Điểm khác biệt ở bông lan trứng muối Sweetc Hut với mình là ruốc, đây là nơi đầu tiên mình nếm ra được vị thăn lợn rõ ràng như thế trong ruốc luôn ấy. Vị mặn và ngọt giống-như-thịt-lợn-thật này đã làm cho bánh không bị ngấy vị béo từ hai loại sốt, ruốc phải nói là hơi bị xịn. Hộp bánh là hộp giấy và có chiếc dĩa gỗ xinh xinh đi kèm, mình vét đến vệt sốt cuối cùng trong hộp luôn :)))
Chắc chắn là còn thử tiếp bánh khác ở Sweetc Hut vì nghe nói red velvet ăn vào cũng nuốt mất lưỡi :)))",5
25,25,cake pastry,"Mình đặt 1 chú bánh mì bơ tỏi phô mai :
- Bánh siêu ngon, đã thử nhiều nơi nhưng đây là chỗ xuất sắc nhất : vỏ bánh hơi giòn, rất nhiều sốt bơ tỏi, chưa mở ra đã sực nức mùi thơm, phô mai rất nhiều, có chế biến lại cho bớt vị chua của cái phô mai bò cười .
- Bánh size to 100k thì đắt hơn so với chỗ khác tầm 15-25k nhưng đối vs mình thì thêm 1 ít tiền nhưng chất lượng ổn như vậy thì đáng 
- Điểm trừ là hôm ấy kb các bạn để bánh hay ship nnao mà bánh méo mó nát nát trông mất thẩm mĩ á... nhưng ngon nên cũng kp vde gì nghiêm trọng . 
- Bonus là đựng túi giấy, hộp giấy, có nắp là nhựa thôi",4
26,26,cake pastry,"Mình có thử một số loại bánh ở đây:
- Bltm: với mình thì bình thường, bánh thiên về vị ngọt nên cảm thấy hơi thiếu vị mặn 1 chút. chung quy lại vẫn ổn.
- Red velvet: k hợp mình lắm, từ vị cho đến kết cấu bánh. Cả cốt bánh lẫn kem đều hơi cứng.
- Tiramisu: hài lòng nhất trong các loại bánh mình thử ở đây. phần kem ngậy, thơm, cốt bánh với kem hoà quyện vừa miệng. nếu nồng thêm chút nữa mùi rượu thì sẽ hợp gu mình hơn.

> giá cao hơn mặt bằng chung của bánh handmade. nhưng khi ăn cảm thấy ngay được nguyên liệu xịn xò. hình thức trông cũng sạch sẽ đẹp đẽ nữa.",3
27,27,cake pastry,Một chút ngọt đến từ SweetC. Đam mê nên cứ thỉnh thoảng lại ghé mặc dù sợ tăng cân 😭 rate 10 sao cho chất lượng!,5
28,28,cake pastry,Mình ăn bánh ở đây nhiều lần rồi chưa lần nào làm mình thất vọng luôn á.Là đứa không thích ăn su kem nhưng su kem ở đây làm đỉnh quá luôn ý huhu ăn gần như hết menu của quán rồi á 🥺 nhất là su kem luôn ăn mà mê,5
29,29,cake pastry,"Nhận bánh trên tay nóng hôi hổi
Phần sốt phô mai nóng chảy luôn
Thơm ngon, ngào ngạt mùi tỏi
Tràn trề sốt
Một con nghiện phô mai... Nên dù rất nhiều sốt mà mình vẫn chén hết 1 chiếc bánh khổng lồ này
Ăn xong suýt ngất vì no và ngấy
Lớp vỏ ngoài nướng giòn
Bánh khá ngon, nhưng có thể làm size bé hơn và giá bánh rẻ hơn đc ko... Ăn một mình thiệt sự phải cố gắng lắm. Để lâu mất ngon.
Mình ăn thử bánh này nhiều nơi, thấy ở đây là ấn tượng nhất",3
30,30,cake pastry,"Trước mình có thử bánh sữa tươi trân châu đường đen thấy cốt bánh ngon, thơm. Hôm nay quyết định thử 1 loại mới là bánh milo kem cheese. Phần hạt ngũ cốc kia ăn gần giống hạt ovaltine ngày xưa cũng vui mồm. Đặc biệt khen cốt bánh bông, xốp, thơm. Ở giữa là lớp kem cheese khá ngậy. Ăn gần giống bánh socola hương vani. Được cái là bánh k ngọt. Cả nhà mình ăn ai cũng khen. Mình không phải người thích ăn bánh gato vì sợ béo nhưng thèm quá nên phải đặt, bánh ăn độ ngọt vừa phải, k bị ngấy. Ít khi ăn được bánh mà vừa ý đến thế. Cảm ơn quán nhiều nhé ❤️",5
31,31,cake pastry,"Theo chân trend bánh mì hàn quốc hot hit

Khuyến cáo bánh chỉ dành cho bạn nào ăn được những thứ ngầy ngậy beo béo. Bánh siêu siêu nhiều cheese, cắn miếng nào ứa cheese ra đến đó ấy! Mặc dù rất ngon nhưng đến cuối thì bọn mình cũng phải gạt bớt ra vì hơi ngấy. Cheese có vị chua vừa phải, ăn cuốn lắm
Cốt bánh mềm, thơm nức mũi. Một cái siêu to, tầm 3-4 người ăn là hợp lý.
Điểm trừ là không có sốt bơ tỏi ở đế bánh, chỉ có trên bề mặt. 
Giá: 100k 

(Anh chủ thân thiện sau khi mua bánh còn hỏi mình góp ý để cải thiện cho tốt hơn😚)",5
32,32,cake pastry,"Bánh này mấy hôm nay hot trên mạng lắm, nhìn trên ảnh hấp dẫn và mình là 1 tín đồ cheese nên càng muốn thử. Sau any mình mới đặt bánh của Sweetc Hut cho mình ăn thử thì đúng là được thỏa mãn cơn nghiện cheese của mình luônnnn.
Bánh nhận đến tay vẫn còn ấm nóng, thơm thoang thoảng mùi cheese với tỏi. Mình chưa ăn luôn vì còn đợi bạn nên lúc ăn cho vào lò nướng, nướng khoảng 3p thì bánh dậy mùi thơm, lớp bên ngoài dai giòn thích lắm. Nhân cheese bên trong thì cực phẩm ạ, không bị ngấy tí nào mà thơm thơm ngọt ngọt mặn mặn chua dịu, huhuu nói chung là đỉnh của đỉnhhhh, mẹ của mình cũng tấm tắc khen ngon.
Dù giá 100k/c khá đắt so với mặt bằng chung nhưng ở đây gọi là đắt xắt ra miếng😂. Ăn nhiều thì sẽ béo nhưng chắc chắn mình sẽ phải ăn lại bánh này của Sweetc Hut💓💓",5
33,33,cake pastry,"Bánh mì phomai bơ tỏi 💸 100k/1ng
.
.
Bánh mì hot hit style Hàn Quốc, béo tròn căng bóng, bên ngoài phủ lớp sốt bơ tỏi thơm phức, bên trong thấm đẫm kem cheese béo ngậy. Bánh ngon hơn khi ăn nóng vì lớp vỏ vẫn còn giòn và phomai chảy. Không thực sự thần thánh như lời đồn nhưng bánh khá ổn, nhất là với một đứa yêu thích đồ ăn béo ngậy như mình. Vì đang hot nên các quán đều bán giá khá cao, dao động từ 85k-100k/1 chiếc.

@insta : gausfood
.
📍 Sweetc Hut - online 
#hanoi ***#gausfood #bear #foody #foodyhanoi #vietnamesefood #instafood #photography #photographer #reviewfood #foodaholic #lovefood #delicious #hanoifood #foodreview #foodie #streetfood #foodphotography #banhmibotoi #sweetchut",3
34,34,cake pastry,"Thấy bình luận tốt nhiều quá nên mik cũng đặt ăn thử bltm và sukem
Bltm ngon tuỳ người, bánh thơm mùi sữa, ruốc tự làm nên khá nhạt, lớp sốt nhiều và ngọt, trứng muối nhiều nhưng vị trứng nhạt hơn bình thường cho nên bánh thiên về vị ngọt và rất ít vị mặn. Bánh sẽ hợp với bạn thích ăn bltm ngọt còn mik thich bánh bltm thiên về vị mặn hơn.
Su kem thì 1 hộp 6 cái nhỏ xinh, vỏ giòn kem ngon nhưng nhược điểm là chỉ có 1 vị kem duy nhất là kem trà xanh",3
35,35,cake pastry,"Bánh nào mình ăn ở đây cx ngon cả, kem ngon mà cốt bánh ko bị khô",4
36,36,cake pastry,"Đường đi vào rất khó. Bánh bltm ăn ngon. Chắc bao giờ sửa xong đường thì quay lại. 75k. Định vị của foody sai. Từ***ko có lối đi vào. 
Không review ntn bao giờ nma vẫn phải viết vài dòng cho bạn chủ tiệm bánh siêu có tâm với nghề nhé 💛💛💛
Mặc dù bán bánh nhưng mà cứ có chỗ nào bánh ngon là bạn này đi kêu gọi thế giới đi ăn, chứ k phải dìm người khác xuống để nâng bản thân lên đou;-; Chung là vì người ta có tâm nên tin tưởng tuyệt đối hic hic. Bạn này mỗi lần làm 1 loại bánh mới là bạn ý bỏ ra tâm huyết chắc nguyên cả tháng, bỏ bê việc bán mà chỉ chăm chăm làm xong sale bánh cho khách ăn thử để tìm ra vị ngon nhất, xong đi hỏi mọi người cảm thấy ntn, lúc đưa bánh còn phải dặn cẩn thân khách ăn tn thì ngon lạy chúa trên cao 👏🏻👏🏻👏🏻
Highly recommend su kem thần thánh và red velvet của bạn này nhé, ăn xong sẽ khóc vì ngon quá mất ;-; bltm cũng ngon lám thề đấy nma bạn ý hay cắt vụn trứng muối ra, lắm lúc cảm giác hơi nhiều trứng muối cho 1 cuộc tình, cả với người ăn nhạt như mình thì có vẻ sốt hơi mặn kb nữa nma vẫn ngonnnn",3
37,37,cake pastry,"Đã ăn thử bltm và red velvet ở đây
Bltm mình rất ưng. Ruốc ở bánh cảm giác thật lắm kiểu tự làm ấy. Cốt bánh mềm, mỗi tội hơi nhiều sốt (đối với mình). 
Red velvet: mình order thì lớp cheese bên trên khá cứng, chắc do mới bỏ từ tủ lạnh ra. Lời khuyên là nên để lâu lâu một tí rồi hẵng ăn chứ đừng mua phát ăn ngay như mình ko cảm đc rõ vị kem cheese đâu
Mình fl quán khá lâu trên ig rồi. Phải nói đồ đây rất chất lượng, anh chủ làm cũng siêu có tâm luôn ấy nhé",5
38,38,cake pastry,"Mới ăn bánh của nhà này lần thứ 2 gì đó thôi 1 lần là bánh trà sữa đợt mới hot còn giờ là bánh berries.
Cốt bánh mềm ẩm ngon thế nhỉ, phần bánh ăn vừa phải hông bị ngấy, bên trên phủ nhiều berries chua chua ngọt ngọt ăn vừa miệng cực. Bánh cũng có thêm một lớp cốt kem ngậy ngậy bên trong nữa nên ăn rất quyện vị với ổ bánh nè.
Một ổ này nhớ đâu đó tầm 150K thì phải không rẻ xíu nào nhưng ăn ngon lắm. Bạn nhà mình ăn sạch bay hết cả ổ mặc dù bình thường ko hay ăn bánh ngọt đó!",3
39,39,cake pastry,"Redvelvet ngon, cty mình đã đặt bánh sn redvelvet ở đây mấy lần. Mình cũng thấy nhiều bạn review khen redvelvet của quán. Kem cheese chất lượng, k bị pha tạp như nhiều quán khác. Nói chung ăn đáng đồng tiền.",3
40,40,cake pastry,"Lại là 1 em bánh trà sữa trân châu:
 Cốt bánh chuẩn cốt trà vị earl grey, hương nồng và thơm, cốt chiffon ngon mà độ xốp cũng rất ổn, cốt này đòi hỏi kì công lắm nè là 1 trong 2 loại cốt bánh hiện đại ❤️.
🍰 Kem chesse mặn vị chesse hơi chua ngậy ngậy, mạnh hơn vị trà mà ko bị lỏng quá, kem đặc vừa, vị ngọt cũng oki - Trân châu thì ko có gì mới quá đặc sắc, dai dai, vị ổn, rất nhiều luôn.
💰 Chất lượng như thế nên giá thành của e cũng cao hơn xíu 90k/bánh nhưng mà chất lượng thì mình nghĩ nên order thử ạ 😆😆😆.

- Quán có trên Now, Grab.",5
41,41,cake pastry,"Tiệm này thì quá nhiều bạn biết rồi, các loại bánh đều ưng chất lượng, cốt thì như a chủ chia sẻ dùng cream chesse Elle nài. -
Cốt bánh mềm, ẩm, có vị đắng nhẹ , màu sắc của bánh thì cực bắt mắt rùi, bonus chiếc hộp xinh xinh ❤️❤️❤️, ko bị tơi và màu khá chuẩn ạ.
🍰 Lớp chesse chua chua, ngậy ngậy, ăn cứ bị giống sữa chua phomai ý 😆😆😆, ăn nhiều dễ nhanh ngấy nên mn ăn vừa để thấy được hết vị ngon của bánh nạ.
💰 Giá: 60k/bánh.",4
42,42,cake pastry,"Nguy hiểm quá đang ép cân tự dưng bánh nó chui vô bụng mà ngừng ko xong.
Redvelvet ngon quá kem cheese mặn mà vị chắc của hãng chuẩn nên rất đúng chất.
Bltm đắt @@ cũng ngon mà mình ko thấy đặc biệt lắm, cốt bánh bị hơi ngọt",3
43,43,cake pastry,"Mình đc bạn giới thiệu tiệm này. Rất nổi trên insta. 
- Về bánh BLTM thì mình thấy sốt bình thường, thích cốt bánh mềm và ẩm 🤗
- Lần khác gọi red velvet. Ôi thề, nó ngonnnn. Cốt mềm, sốt phô mai thơm bùi, ăn đậm vị kinh khủng. Theo dõi insta mới biết anh chủ làm đồ rất có tâm, nguyên liệu cũng xịn xò hết.
Lần gần nhất sn bạn trai. Mình đặt bánh sn red velvet ❤️ 
Tuy nhiên là mình kb nến phải mua thêm nên bị fail khoản nến. Hi vọng tiệm cải thiện và note rõ cho khác :(
Quán bán onl nhưng rất có tâm. 
Chắc chắc sẽ quay lại 😍",4
44,44,cake pastry,"Mát trời làm chú bánh Milo kem cheese nhà Sweetc Hut 🥰

Cốt bánh mềm mịn, kem cheese cực hịn ăn ko hề ngấy luôn, hạt Milo ăn giòn giòn rộp rộp. Mua về xong bỏ tủ lạnh cho mát mát, ăn cực pheeeeeeee

Hộp bánh trông có vẻ nhỏ nhắn xinh xắn như thế này nhưng 2 chị em tớ ăn no căng luôn 😘

1 điểm cộng to đùng là quán sử dụng hộp giấy và thìa gỗ dùng 1 lần, rất thân thiện với môi trường! Quá ưng cho 1 chiếc bánh xinh xẻo vừa ngon vừa bảo vệ môi trường!

💲90k/bánh Milo kem cheese",5
